mape,lead_time,service_level,stockout_mult,ss_gauss,ss_emp,tc_gauss,tc_emp,pct_reduction_TC
9,14,0.95,1.0,440.7685521258349,599.4452308911355,119641.07701919568,87265.03649100129,27.060973818381672
9,14,0.95,2.0,440.7685521258349,599.4452308911355,175573.4509102018,110742.82306253474,36.92507466907688
9,14,0.99,0.4,623.3569717370841,847.7654815624344,88160.74269139327,65788.39424139957,25.37676948606039
9,14,0.99,1.0,623.3569717370841,847.7654815624344,124703.2269668506,68605.72862998358,44.98480087590613
9,14,0.99,2.0,623.3569717370841,847.7654815624344,185607.36742594614,73301.28594429027,60.50734032767524
9,21,0.9,0.4,396.54544664037076,539.3018074309043,83573.87845183781,82539.70748644968,1.2374332561149488
9,21,0.9,1.0,396.54544664037076,539.3018074309043,113404.47786037438,110713.05137228977,2.3732982496496606
9,21,0.9,2.0,396.54544664037076,539.3018074309043,163122.14354126866,157668.6245153566,3.343211968356916
9,21,0.95,0.4,508.9556844403448,692.179730838869,86115.40610375511,73224.26919814303,14.969605891517665
9,21,0.95,1.0,508.9556844403448,692.179730838869,119674.83043835877,87310.94114106309,27.043187927444308
9,21,0.95,2.0,508.9556844403448,692.179730838869,175607.20432936485,110788.72771259652,36.91105775774226
9,21,0.99,0.4,719.7906308672709,978.9152579794885,88208.47846803568,65853.31489763323,25.343554223649083
9,21,0.99,1.0,719.7906308672709,978.9152579794885,124750.962743493,68670.64928621725,44.95381215821591
9,21,0.99,2.0,719.7906308672709,978.9152579794885,185655.10320258854,73366.20660052393,60.48252628937107
10,7,0.9,0.4,311.555527075616,423.7155168228378,83531.80745864112,82482.49093570217,1.2561879778053424
10,7,0.9,1.0,311.555527075616,423.7155168228378,113362.40686717768,110655.83482154227,2.387539326689304
10,7,0.9,2.0,311.555527075616,423.7155168228378,163080.07254807197,157611.4079646091,3.3533616327346465
10,7,0.95,0.4,399.87335087912044,543.8277571956039,86061.409086972,73150.83325531798,15.001585459293187
10,7,0.95,1.0,399.87335087912044,543.8277571956039,119620.83342157565,87237.50519823804,27.071645713426978
10,7,0.95,2.0,399.87335087912044,543.8277571956039,175553.20731258174,110715.29176977149,36.93348389093395
10,7,0.99,0.4,565.5209290231004,769.1084634714166,88132.11318130544,65749.45810768011,25.396707585553653
10,7,0.99,1.0,565.5209290231004,769.1084634714166,124674.59745676276,68566.79249626413,45.00339772900158
10,7,0.99,2.0,565.5209290231004,769.1084634714166,185578.7379158583,73262.34981057081,60.52222865973575
10,10,0.9,0.4,343.3174696642415,466.9117587433685,83547.52998758812,82503.87357507009,1.2491768609713259
